Date (GMT -3);Load (KW);Irradiation (W/m2);PV generation base (100kW);P [W];PV [W];Monat
2024-11-06 18:00:00;379,49;0,0;-0,005;379485,611;0,0;2024-11
2024-11-06 19:00:00;384,59;0,0;-0,005;384590,7516;0,0;2024-11
2024-11-06 20:00:00;361,6;0,0;-0,005;361599,144;0,0;2024-11
2024-11-06 21:00:00;357,08;0,0;-0,005;357080,8334;0,0;2024-11
2024-11-06 22:00:00;349,18;0,0;-0,005;349183,2962;0,0;2024-11
2024-11-06 23:00:00;343,82;0,0;-0,005;343821,3348;0,0;2024-11
2024-11-07 00:00:00;335,59;0,0;-0,005;335588,7375;0,0;2024-11
2024-11-07 01:00:00;341,05;0,0;-0,005;341051,2238;0,0;2024-11
2024-11-07 02:00:00;376,05;0,0;-0,005;376048,9578;0,0;2024-11
2024-11-07 03:00:00;368,71;0,0;-0,005;368709,0759;0,0;2024-11
2024-11-07 04:00:00;325,94;0,0;-0,005;325942,0776;0,0;2024-11
2024-11-07 05:00:00;332,02;0,0;-0,005;332017,0288;0,0;2024-11
2024-11-07 06:00:00;323,5;65,55;4,5343;323495,9564;4534,3;2024-11
2024-11-07 07:00:00;319,33;167,45;14,913;319331,6345;14913,0;2024-11
2024-11-07 08:00:00;326,8;223,1;20,354;326801,4374;20354,0;2024-11
2024-11-07 09:00:00;333,26;342,98;31,247;333257,103;31247,0;2024-11
2024-11-07 10:00:00;346,63;529,47;47,658;346630,3711;47658,0;2024-11
2024-11-07 11:00:00;378,15;508,88;45,974;378151,5656;45974,0;2024-11
2024-11-07 12:00:00;404,53;1050,5;85,389;404530,1132;85389,0;2024-11
2024-11-07 13:00:00;390,7;555,75;49,399;390702,6062;49399,0;2024-11
2024-11-07 14:00:00;389,52;247,11;22,16;389524,2081;22160,0;2024-11
2024-11-07 15:00:00;352,06;367,06;32,907;352063,5071;32907,0;2024-11
2024-11-07 16:00:00;442,97;180,9;15,811;442974,1211;15811,0;2024-11
2024-11-07 17:00:00;491,86;8,6934;0,3932;491862,8387;393,2;2024-11
2024-11-07 18:00:00;486,19;0,0;-0,005;486189,7049;0,0;2024-11
2024-11-07 19:00:00;458,77;0,0;-0,005;458768,6615;0,0;2024-11
2024-11-07 20:00:00;448,85;0,0;-0,005;448847,5113;0,0;2024-11
2024-11-07 21:00:00;428,77;0,0;-0,005;428766,1057;0,0;2024-11
2024-11-07 22:00:00;412,64;0,0;-0,005;412635,3836;0,0;2024-11
2024-11-07 23:00:00;400,82;0,0;-0,005;400823,9517;0,0;2024-11
2024-11-08 00:00:00;388,75;0,0;-0,005;388747,1924;0,0;2024-11
2024-11-08 01:00:00;377,9;0,0;-0,005;377903,923;0,0;2024-11
2024-11-08 02:00:00;395,54;0,0;-0,005;395543,2129;0,0;2024-11
2024-11-08 03:00:00;384,14;0,0;-0,005;384136,3678;0,0;2024-11
2024-11-08 04:00:00;336,74;0,0;-0,005;336741,7831;0,0;2024-11
2024-11-08 05:00:00;333,41;0,0;-0,005;333414,0015;0,0;2024-11
2024-11-08 06:00:00;329,43;18,304;1,2729;329431,0684;1272,9;2024-11
2024-11-08 07:00:00;333,29;24,771;1,8402;333289,3677;1840,2;2024-11
2024-11-08 08:00:00;349,61;322,49;29,406;349612,2284;29406,0;2024-11
2024-11-08 09:00:00;332,95;434,03;39,33;332953,4988;39330,0;2024-11
2024-11-08 10:00:00;361,46;654,88;58,058;361462,7533;58058,0;2024-11
2024-11-08 11:00:00;382,43;670,38;58,994;382432,373;58994,0;2024-11
2024-11-08 12:00:00;388,71;488,13;43,622;388709,2133;43622,0;2024-11
2024-11-08 13:00:00;383,11;340,36;30,528;383108,8104;30528,0;2024-11
2024-11-08 14:00:00;336,89;190,91;17,05;336886,4517;17050,0;2024-11
2024-11-08 15:00:00;308,06;144,33;12,792;308055,2292;12792,0;2024-11
2024-11-08 16:00:00;371,8;91,897;7,9497;371795,1584;7949,7;2024-11
2024-11-08 17:00:00;392,05;8,1223;0,3508;392052,6733;350,8;2024-11
2024-11-08 18:00:00;397,17;0,0;-0,005;397172,5845;0,0;2024-11
2024-11-08 19:00:00;403,6;0,0;-0,005;403597,0535;0,0;2024-11
2024-11-08 20:00:00;383,51;0,0;-0,005;383507,4387;0,0;2024-11
2024-11-08 21:00:00;365,87;0,0;-0,005;365868,6981;0,0;2024-11
2024-11-08 22:00:00;354,35;0,0;-0,005;354350,5936;0,0;2024-11
2024-11-08 23:00:00;348,02;0,0;-0,005;348020,7443;0,0;2024-11
2024-11-09 00:00:00;339,85;0,0;-0,005;339849,6323;0,0;2024-11
2024-11-09 01:00:00;348,98;0,0;-0,005;348978,0579;0,0;2024-11
2024-11-09 02:00:00;363,96;0,0;-0,005;363961,0443;0,0;2024-11
2024-11-09 03:00:00;352,7;0,0;-0,005;352698,3643;0,0;2024-11
2024-11-09 04:00:00;304,14;0,0;-0,005;304142,4103;0,0;2024-11
2024-11-09 05:00:00;320,05;0,0;-0,005;320049,3164;0,0;2024-11
2024-11-09 06:00:00;323,96;60,408;4,1337;323961,38;4133,7;2024-11
2024-11-09 07:00:00;344,41;242,63;20,989;344412,5443;20989,0;2024-11
2024-11-09 08:00:00;343,89;294,15;26,665;343892,8833;26665,0;2024-11
2024-11-09 09:00:00;334,03;193,94;17,478;334025,3143;17478,0;2024-11
2024-11-09 10:00:00;352,71;478,23;42,961;352710,1974;42961,0;2024-11
2024-11-09 11:00:00;398,15;187,67;16,855;398145,7214;16855,0;2024-11
2024-11-09 12:00:00;398,9;362,49;32,799;398896,5836;32799,0;2024-11
2024-11-09 13:00:00;377,87;350,08;31,47;377874,4965;31470,0;2024-11
2024-11-09 14:00:00;363,51;398,55;35,844;363511,9781;35844,0;2024-11
2024-11-09 15:00:00;340,61;502,36;44,662;340608,963;44662,0;2024-11
2024-11-09 16:00:00;356,75;338,73;28,346;356750,6027;28346,0;2024-11
2024-11-09 17:00:00;333,76;93,121;5,2081;333755,9814;5208,1;2024-11
2024-11-09 18:00:00;414,89;0,0;-0,005;414893,4631;0,0;2024-11
2024-11-09 19:00:00;459,41;0,0;-0,005;459407,5165;0,0;2024-11
2024-11-09 20:00:00;466,45;0,0;-0,005;466446,2433;0,0;2024-11
2024-11-09 21:00:00;447,58;0,0;-0,005;447576,0193;0,0;2024-11
2024-11-09 22:00:00;288,33;0,0;-0,005;288332,077;0,0;2024-11
2024-11-09 23:00:00;389,89;0,0;-0,005;389892,5629;0,0;2024-11
2024-11-10 00:00:00;389,26;0,0;-0,005;389257,6523;0,0;2024-11
2024-11-10 01:00:00;395,9;0,0;-0,005;395899,8489;0,0;2024-11
2024-11-10 02:00:00;425,54;0,0;-0,005;425535,2859;0,0;2024-11
2024-11-10 03:00:00;404,59;0,0;-0,005;404594,4901;0,0;2024-11
2024-11-10 04:00:00;361,88;0,0;-0,005;361875,4196;0,0;2024-11
2024-11-10 05:00:00;358,76;0,0;-0,005;358757,1106;0,0;2024-11
2024-11-10 06:00:00;345,5;34,324;2,6848;345501,3657;2684,8;2024-11
2024-11-10 07:00:00;353,63;156,44;13,887;353630,1117;13887,0;2024-11
2024-11-10 08:00:00;346,34;165,84;14,896;346343,4372;14896,0;2024-11
2024-11-10 09:00:00;367,57;270,27;24,468;367573,8678;24468,0;2024-11
2024-11-10 10:00:00;370,17;387,53;34,838;370165,3061;34838,0;2024-11
2024-11-10 11:00:00;405,49;477,48;42,766;405487,5183;42766,0;2024-11
2024-11-10 12:00:00;417,71;385,03;34,484;417712,8143;34484,0;2024-11
2024-11-10 13:00:00;409,21;319,08;28,637;409209,3964;28637,0;2024-11
2024-11-10 14:00:00;384,26;241,03;21,596;384257,5378;21596,0;2024-11
2024-11-10 15:00:00;374,26;158,31;14,045;374258,2855;14045,0;2024-11
2024-11-10 16:00:00;460,71;26,732;1,9787;460714,6301;1978,7;2024-11
2024-11-10 17:00:00;512,97;34,703;2,6929;512970,108;2692,9;2024-11
2024-11-10 18:00:00;505,28;0,0;-0,005;505279,5639;0,0;2024-11
2024-11-10 19:00:00;505,52;0,0;-0,005;505523,7732;0,0;2024-11
2024-11-10 20:00:00;482,65;0,0;-0,005;482651,1841;0,0;2024-11
2024-11-10 21:00:00;455,33;0,0;-0,005;455327,8809;0,0;2024-11
2024-11-10 22:00:00;443,91;0,0;-0,005;443908,2031;0,0;2024-11
2024-11-10 23:00:00;434,86;0,0;-0,005;434858,5281;0,0;2024-11
2024-11-11 00:00:00;426,76;0,0;-0,005;426761,3144;0,0;2024-11
2024-11-11 01:00:00;405,88;0,0;-0,005;405877,8381;0,0;2024-11
2024-11-11 02:00:00;441,49;0,0;-0,005;441486,1221;0,0;2024-11
2024-11-11 03:00:00;442,58;0,0;-0,005;442579,4525;0,0;2024-11
2024-11-11 04:00:00;391,89;0,0;-0,005;391891,7923;0,0;2024-11
2024-11-11 05:00:00;390,03;0,0;-0,005;390032,5775;0,0;2024-11
2024-11-11 06:00:00;368,72;33,186;2,5927;368724,1592;2592,7;2024-11
2024-11-11 07:00:00;361,43;97,247;8,5498;361433,4106;8549,8;2024-11
2024-11-11 08:00:00;367,61;125,6;11,218;367609,9014;11218,0;2024-11
2024-11-11 09:00:00;369,68;149,23;13,415;369680,7861;13415,0;2024-11
2024-11-11 10:00:00;380,38;212,26;19,262;380377,327;19262,0;2024-11
2024-11-11 11:00:00;397,84;257,4;23,406;397843,3609;23406,0;2024-11
2024-11-11 12:00:00;379,38;282,68;25,675;379376,9684;25675,0;2024-11
2024-11-11 13:00:00;378,96;296,2;26,863;378955,8334;26863,0;2024-11
2024-11-11 14:00:00;371,14;222,23;20,087;371137,1078;20087,0;2024-11
2024-11-11 15:00:00;388,11;139,15;12,406;388106,7429;12406,0;2024-11
2024-11-11 16:00:00;488,39;82,013;7,0814;488385,2386;7081,4;2024-11
2024-11-11 17:00:00;461,24;15,174;0,9839;461242,691;983,9;2024-11
2024-11-11 18:00:00;467,86;0,0;-0,005;467861,4807;0,0;2024-11
2024-11-11 19:00:00;457,41;0,0;-0,005;457412,468;0,0;2024-11
2024-11-11 20:00:00;448,22;0,0;-0,005;448215,4694;0,0;2024-11
2024-11-11 21:00:00;429,88;0,0;-0,005;429875,9689;0,0;2024-11
2024-11-11 22:00:00;413,32;0,0;-0,005;413321,0602;0,0;2024-11
2024-11-11 23:00:00;403,27;0,0;-0,005;403266,9601;0,0;2024-11
2024-11-12 00:00:00;404,94;0,0;-0,005;404937,7365;0,0;2024-11
2024-11-12 01:00:00;432,57;0,0;-0,005;432572,9294;0,0;2024-11
2024-11-12 02:00:00;454,04;0,0;-0,005;454041,1224;0,0;2024-11
2024-11-12 03:00:00;428,59;0,0;-0,005;428585,2356;0,0;2024-11
2024-11-12 04:00:00;384,3;0,0;-0,005;384303,978;0,0;2024-11
2024-11-12 05:00:00;365,46;0,0;-0,005;365461,4563;0,0;2024-11
2024-11-12 06:00:00;368,53;16,567;1,1268;368533,9279;1126,8;2024-11
2024-11-12 07:00:00;365,11;76,448;6,6889;365109,9625;6688,9;2024-11
2024-11-12 08:00:00;384,48;140,19;12,725;384478,1036;12725,0;2024-11
2024-11-12 09:00:00;379,81;184,04;16,797;379813,2248;16797,0;2024-11
2024-11-12 10:00:00;404,73;219,48;20,095;404727,7298;20095,0;2024-11
2024-11-12 11:00:00;413,96;196,45;18,029;413963,0585;18029,0;2024-11
2024-11-12 12:00:00;440,02;237,66;21,913;440020,5383;21913,0;2024-11
2024-11-12 13:00:00;412,82;210,14;19,2;412819,4809;19200,0;2024-11
2024-11-12 14:00:00;386,21;171,49;15,567;386213,6307;15567,0;2024-11
2024-11-12 15:00:00;388,6;115,58;10,322;388598,5718;10322,0;2024-11
2024-11-12 16:00:00;449,73;44,012;3,6064;449728,4012;3606,4;2024-11
2024-11-12 17:00:00;474,14;18,51;1,2908;474138,3133;1290,8;2024-11
2024-11-12 18:00:00;483,22;0,0;-0,005;483218,4143;0,0;2024-11
2024-11-12 19:00:00;469,96;0,0;-0,005;469958,1223;0,0;2024-11
2024-11-12 20:00:00;462,18;0,0;-0,005;462183,3878;0,0;2024-11
2024-11-12 21:00:00;443,26;0,0;-0,005;443264,2517;0,0;2024-11
2024-11-12 22:00:00;428,19;0,0;-0,005;428194,519;0,0;2024-11
2024-11-12 23:00:00;423,75;0,0;-0,005;423754,0207;0,0;2024-11
2024-11-13 00:00:00;416,94;0,0;-0,005;416943,9087;0,0;2024-11
2024-11-13 01:00:00;418,73;0,0;-0,005;418728,1876;0,0;2024-11
2024-11-13 02:00:00;446,27;0,0;-0,005;446273,9716;0,0;2024-11
2024-11-13 03:00:00;437,96;0,0;-0,005;437963,15;0,0;2024-11
2024-11-13 04:00:00;369,56;0,0;-0,005;369563,942;0,0;2024-11
2024-11-13 05:00:00;366,64;0,0;-0,005;366638,2217;0,0;2024-11
2024-11-13 06:00:00;368,3;49,21;3,7416;368301,8265;3741,6;2024-11
2024-11-13 07:00:00;377,63;223,98;19,808;377631,8436;19808,0;2024-11
2024-11-13 08:00:00;392,68;436,87;39,803;392679,5349;39803,0;2024-11
2024-11-13 09:00:00;378,44;479,27;43,584;378435,1196;43584,0;2024-11
2024-11-13 10:00:00;409,87;372,84;33,866;409873,7183;33866,0;2024-11
2024-11-13 11:00:00;457,52;439,13;39,856;457521,4691;39856,0;2024-11
2024-11-13 12:00:00;457,54;530,48;47,687;457541,1224;47687,0;2024-11
2024-11-13 13:00:00;433,79;642,57;57,109;433792,4576;57109,0;2024-11
2024-11-13 14:00:00;424,38;736,4;64,382;424375,6409;64382,0;2024-11
2024-11-13 15:00:00;417,31;654,64;57,112;417312,9501;57112,0;2024-11
2024-11-13 16:00:00;513,61;368,41;30,698;513610,817;30698,0;2024-11
2024-11-13 17:00:00;532,99;97,814;5,3616;532992,4316;5361,6;2024-11
2024-11-13 18:00:00;543,82;0,0;-0,005;543821,9757;0,0;2024-11
2024-11-13 19:00:00;535,58;0,0;-0,005;535582,1838;0,0;2024-11
2024-11-13 20:00:00;498,62;0,0;-0,005;498616,684;0,0;2024-11
2024-11-13 21:00:00;472,44;0,0;-0,005;472437,3474;0,0;2024-11
2024-11-13 22:00:00;459,68;0,0;-0,005;459681,2592;0,0;2024-11
2024-11-13 23:00:00;276,15;0,0;-0,005;276154,5944;0,0;2024-11
2024-11-14 00:00:00;359,5;0,0;-0,005;359504,631;0,0;2024-11
2024-11-14 01:00:00;370,78;0,0;-0,005;370776,741;0,0;2024-11
2024-11-14 02:00:00;400,35;0,0;-0,005;400353,3554;0,0;2024-11
2024-11-14 03:00:00;396,38;0,0;-0,005;396384,613;0,0;2024-11
2024-11-14 04:00:00;340,88;0,0;-0,005;340880,2261;0,0;2024-11
2024-11-14 05:00:00;335,64;0,0;-0,005;335642,395;0,0;2024-11
2024-11-14 06:00:00;332,82;60,463;4,2402;332819,1605;4240,2;2024-11
2024-11-14 07:00:00;338,16;139,46;12,574;338159,6832;12574,0;2024-11
2024-11-14 08:00:00;347,56;312,96;28,825;347564,5599;28825,0;2024-11
2024-11-14 09:00:00;375,17;770,62;68,062;375170,166;68062,0;2024-11
2024-11-14 10:00:00;391,72;1028,7;85,574;391724,8001;85574,0;2024-11
2024-11-14 11:00:00;412,64;994,32;82,871;412643,3716;82871,0;2024-11
2024-11-14 12:00:00;417,24;443,81;39,918;417240,8981;39918,0;2024-11
2024-11-14 13:00:00;397,76;466,36;41,774;397762,2604;41774,0;2024-11
2024-11-14 14:00:00;391,08;431,63;38,767;391079,0863;38767,0;2024-11
2024-11-14 15:00:00;377,06;329,12;29,642;377062,6602;29642,0;2024-11
2024-11-14 16:00:00;512,46;29,689;2,2572;512462,326;2257,2;2024-11
2024-11-14 17:00:00;532,02;12,028;0,704;532019,2566;704,0;2024-11
2024-11-14 18:00:00;511,88;0,0;-0,005;511875,9155;0,0;2024-11
2024-11-14 19:00:00;500,17;0,0;-0,005;500172,8745;0,0;2024-11
2024-11-14 20:00:00;462,52;0,0;-0,005;462520,6451;0,0;2024-11
2024-11-14 21:00:00;444,44;0,0;-0,005;444443,3136;0,0;2024-11
2024-11-14 22:00:00;438,27;0,0;-0,005;438270,6375;0,0;2024-11
2024-11-14 23:00:00;435,53;0,0;-0,005;435531,5857;0,0;2024-11
2024-11-15 00:00:00;418,72;0,0;-0,005;418722,4808;0,0;2024-11
2024-11-15 01:00:00;424,83;0,0;-0,005;424832,1228;0,0;2024-11
2024-11-15 02:00:00;426,22;0,0;-0,005;426218,6584;0,0;2024-11
2024-11-15 03:00:00;394,69;0,0;-0,005;394688,8962;0,0;2024-11
2024-11-15 04:00:00;366,29;0,0;-0,005;366288,6276;0,0;2024-11
2024-11-15 05:00:00;383,31;0,0;-0,005;383307,1442;0,0;2024-11
2024-11-15 06:00:00;376,92;70,299;4,0524;376923,4924;4052,4;2024-11
2024-11-15 07:00:00;383,82;295,63;25,229;383815,0864;25229,0;2024-11
2024-11-15 08:00:00;399,19;540,48;49,274;399192,4057;49274,0;2024-11
2024-11-15 09:00:00;400,03;750,41;67,044;400027,504;67044,0;2024-11
2024-11-15 10:00:00;420,93;901,84;78,352;420933,5632;78352,0;2024-11
2024-11-15 11:00:00;457,56;989,37;83,956;457563,7436;83956,0;2024-11
2024-11-15 12:00:00;447,87;998,86;84,154;447873,703;84154,0;2024-11
2024-11-15 13:00:00;428,94;923,3;79,014;428937,6526;79014,0;2024-11
2024-11-15 14:00:00;405,55;777,11;67,95;405546,2036;67950,0;2024-11
2024-11-15 15:00:00;378,55;569,76;50,774;378548,4772;50774,0;2024-11
2024-11-15 16:00:00;505,05;326,06;27,499;505048,7823;27499,0;2024-11
2024-11-15 17:00:00;580,26;88,735;4,899;580259,4452;4899,0;2024-11
2024-11-15 18:00:00;579,46;0,0;-0,005;579455,5206;0,0;2024-11
2024-11-15 19:00:00;552,54;0,0;-0,005;552543,6554;0,0;2024-11
2024-11-15 20:00:00;521,6;0,0;-0,005;521599,5483;0,0;2024-11
2024-11-15 21:00:00;495,97;0,0;-0,005;495966,0339;0,0;2024-11
2024-11-15 22:00:00;479,89;0,0;-0,005;479892,189;0,0;2024-11
2024-11-15 23:00:00;469,59;0,0;-0,005;469587,7838;0,0;2024-11
2024-11-16 00:00:00;460,78;0,0;-0,005;460780,8304;0,0;2024-11
2024-11-16 01:00:00;465,12;0,0;-0,005;465122,5204;0,0;2024-11
2024-11-16 02:00:00;470,41;0,0;-0,005;470412,0789;0,0;2024-11
2024-11-16 03:00:00;438,6;0,0;-0,005;438601,6235;0,0;2024-11
2024-11-16 04:00:00;389,3;0,0;-0,005;389301,5823;0,0;2024-11
2024-11-16 05:00:00;369,78;0,0;-0,005;369775,5966;0,0;2024-11
2024-11-16 06:00:00;381,41;65,667;3,7671;381407,3029;3767,1;2024-11
2024-11-16 07:00:00;414,29;279,88;23,934;414294,3726;23934,0;2024-11
2024-11-16 08:00:00;421,13;519,78;47,342;421130,5084;47342,0;2024-11
2024-11-16 09:00:00;416,0;722,81;64,531;415997,9019;64531,0;2024-11
2024-11-16 10:00:00;437,52;871,99;75,658;437515,2512;75658,0;2024-11
2024-11-16 11:00:00;447,47;948,18;80,353;447472,2977;80353,0;2024-11
2024-11-16 12:00:00;452,2;953,47;80,266;452199,0128;80266,0;2024-11
2024-11-16 13:00:00;441,94;884,13;75,465;441942,688;75465,0;2024-11
2024-11-16 14:00:00;406,96;740,34;64,444;406961,937;64444,0;2024-11
2024-11-16 15:00:00;390,59;539,37;47,743;390587,5931;47743,0;2024-11
2024-11-16 16:00:00;479,73;301,83;25,303;479726,181;25303,0;2024-11
2024-11-16 17:00:00;505,82;80,357;4,5898;505815,3381;4589,8;2024-11
2024-11-16 18:00:00;467,32;0,0;-0,005;467320,4803;0,0;2024-11
2024-11-16 19:00:00;472,93;0,0;-0,005;472930,7098;0,0;2024-11
2024-11-16 20:00:00;464,92;0,0;-0,005;464923,8968;0,0;2024-11
2024-11-16 21:00:00;442,76;0,0;-0,005;442761,1542;0,0;2024-11
2024-11-16 22:00:00;432,1;0,0;-0,005;432102,8519;0,0;2024-11
2024-11-16 23:00:00;413,64;0,0;-0,005;413644,783;0,0;2024-11
2024-11-17 00:00:00;402,21;0,0;-0,005;402213,6917;0,0;2024-11
2024-11-17 01:00:00;374,38;0,0;-0,005;374382,164;0,0;2024-11
2024-11-17 02:00:00;310,58;0,0;-0,005;310575,3021;0,0;2024-11
2024-11-17 03:00:00;306,21;0,0;-0,005;306214,8895;0,0;2024-11
2024-11-17 04:00:00;302,41;0,0;-0,005;302407,6385;0,0;2024-11
2024-11-17 05:00:00;253,36;0,0;-0,005;253357,2807;0,0;2024-11
2024-11-17 06:00:00;244,46;60,32;3,6299;244457,8285;3629,9;2024-11
2024-11-17 07:00:00;263,19;259,49;22,319;263188,1027;22319,0;2024-11
2024-11-17 08:00:00;283,2;490,51;44,682;283200,8438;44682,0;2024-11
2024-11-17 09:00:00;284,23;692,04;61,911;284225,0061;61911,0;2024-11
2024-11-17 10:00:00;302,58;839,72;73,122;302584,6558;73122,0;2024-11
2024-11-17 11:00:00;333,51;919,01;78,289;333514,8468;78289,0;2024-11
2024-11-17 12:00:00;324,77;933,01;78,822;324771,4233;78822,0;2024-11
2024-11-17 13:00:00;316,42;862,96;73,857;316415,1382;73857,0;2024-11
2024-11-17 14:00:00;328,61;727,99;63,419;328605,2322;63419,0;2024-11
2024-11-17 15:00:00;282,35;534,1;47,233;282347,5952;47233,0;2024-11
2024-11-17 16:00:00;335,32;301,62;25,249;335324,1959;25249,0;2024-11
2024-11-17 17:00:00;238,39;80,698;4,6081;238391,3651;4608,1;2024-11
2024-11-17 18:00:00;347,14;0,0;-0,005;347141,9907;0,0;2024-11
2024-11-17 19:00:00;342,46;0,0;-0,005;342464,1037;0,0;2024-11
2024-11-17 20:00:00;345,55;0,0;-0,005;345549,4614;0,0;2024-11
2024-11-17 21:00:00;334,31;0,0;-0,005;334314,0717;0,0;2024-11
2024-11-17 22:00:00;325,42;0,0;-0,005;325423,6374;0,0;2024-11
2024-11-17 23:00:00;316,11;0,0;-0,005;316106,1325;0,0;2024-11
2024-11-18 00:00:00;308,76;0,0;-0,005;308758,9874;0,0;2024-11
2024-11-18 01:00:00;316,24;0,0;-0,005;316244,1711;0,0;2024-11
2024-11-18 02:00:00;334,72;0,0;-0,005;334723,6862;0,0;2024-11
2024-11-18 03:00:00;347,62;0,0;-0,005;347617,5232;0,0;2024-11
2024-11-18 04:00:00;324,47;0,0;-0,005;324467,6514;0,0;2024-11
2024-11-18 05:00:00;313,52;0,0;-0,005;313516,3345;0,0;2024-11
2024-11-18 06:00:00;353,26;65,644;3,7088;353256,6376;3708,8;2024-11
2024-11-18 07:00:00;300,73;284,86;24,002;300733,0284;24002,0;2024-11
2024-11-18 08:00:00;259,6;531,91;47,884;259597,3587;47884,0;2024-11
2024-11-18 09:00:00;340,01;749,49;65,976;340006,4011;65976,0;2024-11
2024-11-18 10:00:00;395,43;907,23;77,379;395433,0521;77379,0;2024-11
2024-11-18 11:00:00;387,14;987,92;81,869;387139,7095;81869,0;2024-11
2024-11-18 12:00:00;365,58;999,27;81,809;365580,4825;81809,0;2024-11
2024-11-18 13:00:00;337,33;925,9;77,185;337325,8896;77185,0;2024-11
2024-11-18 14:00:00;337,34;777,32;66,621;337340,1794;66621,0;2024-11
2024-11-18 15:00:00;297,64;565,6;49,426;297636,4136;49426,0;2024-11
2024-11-18 16:00:00;459,25;318,49;26,329;459248,8403;26329,0;2024-11
2024-11-18 17:00:00;464,47;86,096;4,7754;464468,0099;4775,4;2024-11
2024-11-18 18:00:00;450,66;0,0;-0,005;450656,9519;0,0;2024-11
2024-11-18 19:00:00;432,32;0,0;-0,005;432324,6307;0,0;2024-11
2024-11-18 20:00:00;425,59;0,0;-0,005;425587,9898;0,0;2024-11
2024-11-18 21:00:00;412,11;0,0;-0,005;412114,6317;0,0;2024-11
2024-11-18 22:00:00;399,71;0,0;-0,005;399711,1969;0,0;2024-11
2024-11-18 23:00:00;397,57;0,0;-0,005;397572,3419;0,0;2024-11
2024-11-19 00:00:00;390,97;0,0;-0,005;390970,5124;0,0;2024-11
2024-11-19 01:00:00;407,38;0,0;-0,005;407381,1569;0,0;2024-11
2024-11-19 02:00:00;306,04;0,0;-0,005;306044,6701;0,0;2024-11
2024-11-19 03:00:00;0,0;0,0;-0,005;0,0;0,0;2024-11
2024-11-19 04:00:00;0,0;0,0;-0,005;0,0;0,0;2024-11
2024-11-19 05:00:00;0,0;0,0;-0,005;0,0;0,0;2024-11
2024-11-19 06:00:00;0,0;60,491;3,7447;0,0;3744,7;2024-11
2024-11-19 07:00:00;0,0;254,4;21,659;0,0;21659,0;2024-11
2024-11-19 08:00:00;0,0;478,24;43,232;0,0;43232,0;2024-11
2024-11-19 09:00:00;190,2;678,14;60,31;190201,0167;60310,0;2024-11
2024-11-19 10:00:00;187,34;805,78;69,967;187338,2912;69967,0;2024-11
2024-11-19 11:00:00;207,58;911,36;77,258;207580,5321;77258,0;2024-11
2024-11-19 12:00:00;259,58;887,24;75,207;259578,8498;75207,0;2024-11
2024-11-19 13:00:00;298,53;790,82;68,113;298531,4255;68113,0;2024-11
2024-11-19 14:00:00;377,94;658,2;57,632;377936,5616;57632,0;2024-11
2024-11-19 15:00:00;373,31;471,2;41,759;373305,4504;41759,0;2024-11
2024-11-19 16:00:00;447,39;272,69;23,073;447387,4283;23073,0;2024-11
2024-11-19 17:00:00;470,35;75,852;4,9775;470353,4241;4977,5;2024-11
2024-11-19 18:00:00;458,3;0,0;-0,005;458302,5589;0,0;2024-11
2024-11-19 19:00:00;448,32;0,0;-0,005;448319,8242;0,0;2024-11
2024-11-19 20:00:00;444,38;0,0;-0,005;444376,7776;0,0;2024-11
2024-11-19 21:00:00;428,26;0,0;-0,005;428262,5732;0,0;2024-11
2024-11-19 22:00:00;420,35;0,0;-0,005;420354,9881;0,0;2024-11
2024-11-19 23:00:00;415,78;0,0;-0,005;415780,899;0,0;2024-11
2024-11-20 00:00:00;408,07;0,0;-0,005;408069,0079;0,0;2024-11
2024-11-20 01:00:00;396,42;0,0;-0,005;396417,038;0,0;2024-11
2024-11-20 02:00:00;410,32;0,0;-0,005;410317,6727;0,0;2024-11
2024-11-20 03:00:00;398,12;0,0;-0,005;398120,4987;0,0;2024-11
2024-11-20 04:00:00;362,31;0,0;-0,005;362309,639;0,0;2024-11
2024-11-20 05:00:00;337,66;0,0;-0,005;337662,529;0,0;2024-11
2024-11-20 06:00:00;367,15;27,288;2,1062;367149,2081;2106,2;2024-11
2024-11-20 07:00:00;365,74;114,03;10,283;365736,6714;10283,0;2024-11
2024-11-20 08:00:00;370,27;280,04;25,903;370267,395;25903,0;2024-11
2024-11-20 09:00:00;336,95;446,05;40,976;336952,6215;40976,0;2024-11
2024-11-20 10:00:00;326,69;486,97;44,481;326693,7332;44481,0;2024-11
2024-11-20 11:00:00;343,3;509,35;46,292;343299,4308;46292,0;2024-11
2024-11-20 12:00:00;333,98;558,12;50,584;333979,3701;50584,0;2024-11
2024-11-20 13:00:00;339,06;579,62;52,214;339064,4226;52214,0;2024-11
2024-11-20 14:00:00;305,01;565,14;50,901;305013,0997;50901,0;2024-11
2024-11-20 15:00:00;295,09;426,41;38,571;295089,7522;38571,0;2024-11
2024-11-20 16:00:00;372,94;267,95;23,201;372937,149;23201,0;2024-11
2024-11-20 17:00:00;390,16;90,826;6,0419;390158,165;6041,9;2024-11
2024-11-20 18:00:00;403,32;0,0;-0,005;403318,6188;0,0;2024-11
2024-11-20 19:00:00;403,79;0,0;-0,005;403793,2358;0,0;2024-11
2024-11-20 20:00:00;387,48;0,0;-0,005;387481,2088;0,0;2024-11
2024-11-20 21:00:00;378,85;0,0;-0,005;378846,817;0,0;2024-11
